ReportTitle,Textbox2
REPORTE TRAMITE - PRORROGA DE RESIDENCIA,Fecha Consulta: 26/11/2024 13:21

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,A.I.J.CH.,2018,12,AI180030556,"PAGOS, FECHA Y NRO RD. - I",31/12/2018 1:40,20/09/2020 20:10,,,,DENEGADO
2,A.I.J.CH.,2018,12,AI180030555,"PAGOS, FECHA Y NRO RD. - I",31/12/2018 1:36,08/01/2019 13:02,,,,DENEGADO
3,A.I.J.CH.,2018,12,AI180030390,CONFORMIDAD SUB-DIREC.INMGRA. - I,29/12/2018 10:58,,,,,DENEGADO
4,A.I.J.CH.,2018,12,AI180030356,"PAGOS, FECHA Y NRO RD. - I",29/12/2018 6:54,20/09/2020 20:13,,,,DENEGADO
5,A.I.J.CH.,2018,12,AI180030142,CONFORMIDAD SUB-DIREC.INMGRA. - I,27/12/2018 14:59,,,,,DENEGADO
6,A.I.J.CH.,2018,12,AI180030140,CONFORMIDAD SUB-DIREC.INMGRA. - I,27/12/2018 14:57,,,,,DENEGADO
7,A.I.J.CH.,2018,12,AI180030015,ACTUALIZAR DATOS BENEFICIARIO - I,26/12/2018 11:09,,,,,DENEGADO
8,A.I.J.CH.,2018,12,AI180029833,"PAGOS, FECHA Y NRO RD. - I",24/12/2018 21:15,20/09/2020 20:44,,,,DENEGADO
9,A.I.J.CH.,2018,12,AI180029742,ASOCIACION BENEFICIARIO - I,23/12/2018 22:54,,,,,DENEGADO
10,A.I.J.CH.,2018,12,AI180029725,"PAGOS, FECHA Y NRO RD. - I",23/12/2018 19:09,20/09/2020 20:45,,,,DENEGADO
11,A.I.J.CH.,2018,12,AI180029680,"PAGOS, FECHA Y NRO RD. - I",23/12/2018 7:35,20/09/2020 19:03,,,,DENEGADO
12,A.I.J.CH.,2018,12,AI180029652,"PAGOS, FECHA Y NRO RD. - I",22/12/2018 23:53,20/09/2020 19:06,,,,DENEGADO
13,A.I.J.CH.,2018,12,AI180029397,ASOCIACION BENEFICIARIO - I,20/12/2018 14:33,,,,,DENEGADO
14,A.I.J.CH.,2018,12,AI180029393,"PAGOS, FECHA Y NRO RD. - I",20/12/2018 12:54,20/09/2020 20:15,,,,DENEGADO
15,A.I.J.CH.,2018,12,AI180029300,"PAGOS, FECHA Y NRO RD. - I",19/12/2018 18:55,05/10/2020 10:54,,,,DENEGADO
16,A.I.J.CH.,2018,12,AI180029224,"PAGOS, FECHA Y NRO RD. - I",19/12/2018 0:03,20/09/2020 20:46,,,,DENEGADO
17,A.I.J.CH.,2018,12,AI180029196,CONFORMIDAD SUB-DIREC.INMGRA. - I,18/12/2018 18:52,,,,,DENEGADO
18,A.I.J.CH.,2018,12,AI180029023,CONFORMIDAD SUB-DIREC.INMGRA. - F,16/12/2018 20:58,20/09/2020 21:52,,,,DENEGADO
19,A.I.J.CH.,2018,12,AI180028964,CONFORMIDAD SUB-DIREC.INMGRA. - I,16/12/2018 4:23,,,,,DENEGADO
20,A.I.J.CH.,2018,12,AI180028938,CONFORMIDAD SUB-DIREC.INMGRA. - I,15/12/2018 22:13,,,,,DENEGADO
21,A.I.J.CH.,2018,12,AI180028936,CONFORMIDAD SUB-DIREC.INMGRA. - I,15/12/2018 22:10,,,,,DENEGADO
22,A.I.J.CH.,2018,12,AI180028879,ACTUALIZAR DATOS BENEFICIARIO - I,15/12/2018 5:33,,,,,DENEGADO
23,A.I.J.CH.,2018,12,AI180028562,"PAGOS, FECHA Y NRO RD. - I",11/12/2018 22:03,20/09/2020 20:17,,,,DENEGADO
24,A.I.J.CH.,2018,12,AI180028388,CONFORMIDAD SUB-DIREC.INMGRA. - I,09/12/2018 20:50,,,,,DENEGADO
25,A.I.J.CH.,2018,12,AI180028341,CONFORMIDAD SUB-DIREC.INMGRA. - F,09/12/2018 6:32,20/09/2020 19:17,,,,DENEGADO
26,A.I.J.CH.,2018,12,AI180028292,CONFORMIDAD SUB-DIREC.INMGRA. - I,08/12/2018 11:59,,,,,DENEGADO
27,A.I.J.CH.,2018,12,AI180028226,"PAGOS, FECHA Y NRO RD. - I",07/12/2018 19:36,20/09/2020 20:19,,,,DENEGADO
28,A.I.J.CH.,2018,12,AI180028077,"PAGOS, FECHA Y NRO RD. - I",06/12/2018 0:29,20/09/2020 19:20,,,,DENEGADO
29,A.I.J.CH.,2018,12,AI180027983,"PAGOS, FECHA Y NRO RD. - I",04/12/2018 4:33,20/09/2020 19:22,,,,DENEGADO
30,A.I.J.CH.,2018,12,AI180027923,CONFORMIDAD SUB-DIREC.INMGRA. - I,03/12/2018 6:04,,,,,DENEGADO
31,A.I.J.CH.,2018,12,AI180027890,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/12/2018 18:25,,,,,DENEGADO
32,A.I.J.CH.,2018,12,AI180027844,"PAGOS, FECHA Y NRO RD. - I",01/12/2018 19:52,20/09/2020 20:50,,,,DENEGADO
33,A.I.J.CH.,2018,12,AI180027838,"PAGOS, FECHA Y NRO RD. - I",01/12/2018 16:14,20/09/2020 20:51,,,,DENEGADO
34,A.I.J.CH.,2018,12,AI180027799,"PAGOS, FECHA Y NRO RD. - F",01/12/2018 0:52,06/03/2019 9:59,,,,DENEGADO
35,A.I.J.CH.,2018,11,AI180027702,CONFORMIDAD SUB-DIREC.INMGRA. - I,29/11/2018 13:58,,,,,DENEGADO
36,A.I.J.CH.,2018,11,AI180027549,"PAGOS, FECHA Y NRO RD. - I",27/11/2018 10:51,20/09/2020 20:53,,,,DENEGADO
