ReportTitle,Textbox2
REPORTE TRAMITE - PRORROGA DE RESIDENCIA,Fecha Consulta: 04/12/2024 17:33

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2020,7,AQ200015209,CONFORMIDAD SUB-DIREC.INMGRA. - I,29/07/2020 18:51,,,,,NO PRESENTADA
2,AREQUIPA,2020,7,AQ200015181,CONFORMIDAD SUB-DIREC.INMGRA. - I,25/07/2020 21:04,,,,,NO PRESENTADA
3,AREQUIPA,2020,7,AQ200015158,CONFORMIDAD SUB-DIREC.INMGRA. - I,23/07/2020 16:32,,,,,NO PRESENTADA
4,AREQUIPA,2020,7,AQ200015091,CONFORMIDAD SUB-DIREC.INMGRA. - I,17/07/2020 15:00,,,,,NO PRESENTADA
5,AREQUIPA,2020,7,AQ200015053,CONFORMIDAD SUB-DIREC.INMGRA. - I,14/07/2020 13:01,,,,,NO PRESENTADA
6,AREQUIPA,2020,7,AQ200015039,CONFORMIDAD SUB-DIREC.INMGRA. - I,13/07/2020 13:16,,,,,NO PRESENTADA
7,AREQUIPA,2020,7,AQ200015034,CONFORMIDAD SUB-DIREC.INMGRA. - I,13/07/2020 9:22,,,,,NO PRESENTADA
8,AREQUIPA,2020,7,AQ200015013,CONFORMIDAD SUB-DIREC.INMGRA. - I,09/07/2020 20:48,,,,,NO PRESENTADA
9,AREQUIPA,2020,7,AQ200014980,CONFORMIDAD SUB-DIREC.INMGRA. - I,06/07/2020 23:12,,,,,NO PRESENTADA
10,AREQUIPA,2020,7,AQ200014969,CONFORMIDAD SUB-DIREC.INMGRA. - I,04/07/2020 21:54,,,,,NO PRESENTADA
11,AREQUIPA,2020,7,AQ200014968,CONFORMIDAD SUB-DIREC.INMGRA. - I,04/07/2020 17:21,,,,,NO PRESENTADA
12,AREQUIPA,2020,7,AQ200014957,CONFORMIDAD SUB-DIREC.INMGRA. - I,03/07/2020 14:04,,,,,NO PRESENTADA
13,AREQUIPA,2020,7,AQ200014946,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/07/2020 20:46,,,,,NO PRESENTADA
14,AREQUIPA,2020,7,AQ200014945,ASOCIACION BENEFICIARIO - F,02/07/2020 19:25,,,,,NO PRESENTADA
15,AREQUIPA,2020,7,AQ200014944,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/07/2020 18:44,,,,,NO PRESENTADA
16,AREQUIPA,2020,7,AQ200014941,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/07/2020 14:56,,,,,NO PRESENTADA
17,AREQUIPA,2020,7,AQ200014940,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/07/2020 14:28,,,,,NO PRESENTADA
18,AREQUIPA,2020,7,AQ200014938,CONFORMIDAD SUB-DIREC.INMGRA. - I,01/07/2020 22:19,,,,,NO PRESENTADA
19,AREQUIPA,2020,7,AQ200014934,CONFORMIDAD SUB-DIREC.INMGRA. - I,01/07/2020 16:41,,,,,NO PRESENTADA
20,AREQUIPA,2020,6,AQ200014929,ASOCIACION BENEFICIARIO - F,30/06/2020 19:30,,,,,NO PRESENTADA
21,AREQUIPA,2020,6,AQ200014926,ASOCIACION BENEFICIARIO - F,30/06/2020 15:47,,,,,NO PRESENTADA
22,AREQUIPA,2020,6,AQ200014922,ASOCIACION BENEFICIARIO - F,30/06/2020 11:49,,,,,NO PRESENTADA
