ReportTitle,Textbox2
REPORTE TRAMITE - PRORROGA DE RESIDENCIA,Fecha Consulta: 06/12/2024 14:10

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,A.I.J.CH.,2019,12,AI190041075,ASOCIACION BENEFICIARIO - I,31/12/2019 10:25,,,,,DENEGADO
2,A.I.J.CH.,2019,12,AI190040909,ASOCIACION BENEFICIARIO - I,29/12/2019 20:50,,,,,DENEGADO
3,A.I.J.CH.,2019,12,AI190040794,ASOCIACION BENEFICIARIO - I,29/12/2019 3:50,,,,,DENEGADO
4,A.I.J.CH.,2019,12,AI190040534,ASOCIACION BENEFICIARIO - I,27/12/2019 12:09,,,,,DENEGADO
5,A.I.J.CH.,2019,12,AI190040153,ASOCIACION BENEFICIARIO - I,24/12/2019 22:23,,,,,DENEGADO
6,A.I.J.CH.,2019,12,AI190040061,ASOCIACION BENEFICIARIO - I,24/12/2019 7:48,,,,,DENEGADO
7,A.I.J.CH.,2019,12,AI190040059,ASOCIACION BENEFICIARIO - I,24/12/2019 7:45,,,,,DENEGADO
8,A.I.J.CH.,2019,12,AI190039909,CONFORMIDAD SUB-DIREC.INMGRA. - I,23/12/2019 5:17,,,,,DENEGADO
9,A.I.J.CH.,2019,12,AI190039907,CONFORMIDAD SUB-DIREC.INMGRA. - I,23/12/2019 5:15,,,,,DENEGADO
10,A.I.J.CH.,2019,12,AI190039844,ACTUALIZAR DATOS BENEFICIARIO - I,22/12/2019 20:27,,,,,DENEGADO
11,A.I.J.CH.,2019,12,AI190039842,ACTUALIZAR DATOS BENEFICIARIO - I,22/12/2019 20:24,,,,,DENEGADO
12,A.I.J.CH.,2019,12,AI190039840,ACTUALIZAR DATOS BENEFICIARIO - I,22/12/2019 20:22,,,,,DENEGADO
13,A.I.J.CH.,2019,12,AI190039761,ASOCIACION BENEFICIARIO - I,22/12/2019 8:31,,,,,DENEGADO
14,A.I.J.CH.,2019,12,AI190039745,ASOCIACION BENEFICIARIO - I,22/12/2019 6:10,,,,,DENEGADO
15,A.I.J.CH.,2019,12,AI190039533,ASOCIACION BENEFICIARIO - F,20/12/2019 13:30,,,,,DENEGADO
16,A.I.J.CH.,2019,12,AI190039494,CONFORMIDAD SUB-DIREC.INMGRA. - F,20/12/2019 9:26,15/10/2020 15:41,,,,DENEGADO
17,A.I.J.CH.,2019,12,AI190039331,ASOCIACION BENEFICIARIO - I,19/12/2019 5:49,,,,,DENEGADO
18,A.I.J.CH.,2019,12,AI190039302,ASOCIACION BENEFICIARIO - I,18/12/2019 23:59,,,,,DENEGADO
19,A.I.J.CH.,2019,12,AI190039168,ACTUALIZAR DATOS BENEFICIARIO - I,18/12/2019 0:44,,,,,DENEGADO
20,A.I.J.CH.,2019,12,AI190039093,"PAGOS, FECHA Y NRO RD. - F",17/12/2019 8:53,16/10/2020 15:59,,,,DENEGADO
21,A.I.J.CH.,2019,12,AI190038961,"PAGOS, FECHA Y NRO RD. - I",16/12/2019 10:18,03/08/2020 12:47,,,,DENEGADO
22,A.I.J.CH.,2019,12,AI190038944,ASOCIACION BENEFICIARIO - I,16/12/2019 6:36,,,,,DENEGADO
23,A.I.J.CH.,2019,12,AI190038735,ASOCIACION BENEFICIARIO - I,15/12/2019 0:00,,,,,DENEGADO
24,A.I.J.CH.,2019,12,AI190038708,"PAGOS, FECHA Y NRO RD. - I",14/12/2019 19:59,03/08/2020 12:51,,,,DENEGADO
25,A.I.J.CH.,2019,12,AI190038661,ASOCIACION BENEFICIARIO - I,14/12/2019 9:01,,,,,DENEGADO
26,A.I.J.CH.,2019,12,AI190038572,ASOCIACION BENEFICIARIO - I,13/12/2019 15:45,,,,,DENEGADO
27,A.I.J.CH.,2019,12,AI190038454,CONFORMIDAD SUB-DIREC.INMGRA. - I,12/12/2019 18:46,,,,,DENEGADO
28,A.I.J.CH.,2019,12,AI190038240,ASOCIACION BENEFICIARIO - I,11/12/2019 9:38,,,,,DENEGADO
29,A.I.J.CH.,2019,12,AI190038201,"PAGOS, FECHA Y NRO RD. - F",11/12/2019 5:22,13/07/2020 15:23,,,,DENEGADO
30,A.I.J.CH.,2019,12,AI190038021,"PAGOS, FECHA Y NRO RD. - I",09/12/2019 21:15,03/08/2020 12:49,,,,DENEGADO
31,A.I.J.CH.,2019,12,AI190037906,"PAGOS, FECHA Y NRO RD. - F",09/12/2019 6:49,16/10/2020 16:01,,,,DENEGADO
32,A.I.J.CH.,2019,12,AI190037829,ASOCIACION BENEFICIARIO - I,08/12/2019 20:49,,,,,DENEGADO
33,A.I.J.CH.,2019,12,AI190037795,CONFORMIDAD SUB-DIREC.INMGRA. - I,08/12/2019 12:43,,,,,DENEGADO
34,A.I.J.CH.,2019,12,AI190037736,ASOCIACION BENEFICIARIO - I,08/12/2019 2:10,,,,,DENEGADO
35,A.I.J.CH.,2019,12,AI190037635,CONFORMIDAD SUB-DIREC.INMGRA. - I,07/12/2019 12:19,,,,,DENEGADO
36,A.I.J.CH.,2019,12,AI190037453,"PAGOS, FECHA Y NRO RD. - I",06/12/2019 1:38,09/10/2020 18:08,,,,DENEGADO
37,A.I.J.CH.,2019,12,AI190037265,ASOCIACION BENEFICIARIO - I,04/12/2019 21:53,,,,,DENEGADO
38,A.I.J.CH.,2019,12,AI190037241,ASOCIACION BENEFICIARIO - I,04/12/2019 18:51,,,,,DENEGADO
39,A.I.J.CH.,2019,12,AI190037100,"PAGOS, FECHA Y NRO RD. - I",03/12/2019 22:45,09/10/2020 18:11,,,,DENEGADO
40,A.I.J.CH.,2019,12,AI190037097,"PAGOS, FECHA Y NRO RD. - I",03/12/2019 22:43,09/10/2020 18:14,,,,DENEGADO
41,A.I.J.CH.,2019,12,AI190037054,CONFORMIDAD SUB-DIREC.INMGRA. - F,03/12/2019 18:53,03/08/2020 12:52,,,,DENEGADO
42,A.I.J.CH.,2019,12,AI190036720,"PAGOS, FECHA Y NRO RD. - I",02/12/2019 10:41,03/08/2020 12:48,,,,DENEGADO
43,A.I.J.CH.,2019,12,AI190036666,ASOCIACION BENEFICIARIO - I,02/12/2019 6:35,,,,,DENEGADO
44,A.I.J.CH.,2019,12,AI190036647,ASOCIACION BENEFICIARIO - I,01/12/2019 23:47,,,,,DENEGADO
45,A.I.J.CH.,2019,12,AI190036635,ASOCIACION BENEFICIARIO - I,01/12/2019 22:55,,,,,DENEGADO
46,A.I.J.CH.,2019,12,AI190036530,ASOCIACION BENEFICIARIO - I,01/12/2019 8:11,,,,,DENEGADO
47,A.I.J.CH.,2019,11,AI190036138,ACTUALIZAR DATOS BENEFICIARIO - I,29/11/2019 4:21,,,,,DENEGADO
48,A.I.J.CH.,2019,11,AI190036016,CONFORMIDAD SUB-DIREC.INMGRA. - I,28/11/2019 12:44,,,,,DENEGADO
49,A.I.J.CH.,2019,11,AI190035989,ASOCIACION BENEFICIARIO - I,28/11/2019 11:02,,,,,DENEGADO
50,A.I.J.CH.,2019,11,AI190035983,ASOCIACION BENEFICIARIO - I,28/11/2019 10:52,,,,,DENEGADO
51,A.I.J.CH.,2019,11,AI190035667,ACTUALIZAR DATOS BENEFICIARIO - I,26/11/2019 22:48,,,,,DENEGADO
52,A.I.J.CH.,2019,11,AI190035612,ACTUALIZAR DATOS BENEFICIARIO - I,26/11/2019 15:31,,,,,DENEGADO
53,A.I.J.CH.,2019,11,AI190034955,"PAGOS, FECHA Y NRO RD. - I",23/11/2019 1:05,21/10/2020 19:24,,,,DENEGADO
54,A.I.J.CH.,2019,11,AI190034718,ACTUALIZAR DATOS BENEFICIARIO - I,22/11/2019 2:48,,,,,DENEGADO
55,A.I.J.CH.,2019,11,AI190034390,"PAGOS, FECHA Y NRO RD. - I",20/11/2019 18:34,20/11/2019 18:35,,,,DENEGADO
56,A.I.J.CH.,2019,11,AI190034357,CONFORMIDAD SUB-DIREC.INMGRA. - I,20/11/2019 15:47,,,,,DENEGADO
57,A.I.J.CH.,2019,11,AI190034006,CONFORMIDAD SUB-DIREC.INMGRA. - F,19/11/2019 7:45,19/11/2019 7:45,,,,DENEGADO
58,A.I.J.CH.,2019,11,AI190033763,ACTUALIZAR DATOS BENEFICIARIO - F,18/11/2019 9:15,,,,,DENEGADO
59,A.I.J.CH.,2019,11,AI190033436,ACTUALIZAR DATOS BENEFICIARIO - I,16/11/2019 19:58,,,,,DENEGADO
60,A.I.J.CH.,2019,11,AI190033026,CONFORMIDAD SUB-DIREC.INMGRA. - I,15/11/2019 4:31,,,,,DENEGADO
61,A.I.J.CH.,2019,11,AI190033024,CONFORMIDAD SUB-DIREC.INMGRA. - I,15/11/2019 4:28,,,,,DENEGADO
62,A.I.J.CH.,2019,11,AI190031685,ASOCIACION BENEFICIARIO - I,10/11/2019 3:14,,,,,DENEGADO
63,A.I.J.CH.,2019,11,AI190031299,ASOCIACION BENEFICIARIO - I,08/11/2019 11:37,,,,,DENEGADO
64,A.I.J.CH.,2019,11,AI190031201,ACTUALIZAR DATOS BENEFICIARIO - F,07/11/2019 23:33,,,,,DENEGADO
65,A.I.J.CH.,2019,11,AI190031149,ASOCIACION BENEFICIARIO - I,07/11/2019 18:44,,,,,DENEGADO
66,A.I.J.CH.,2019,11,AI190030902,ASOCIACION BENEFICIARIO - I,06/11/2019 21:00,,,,,DENEGADO
67,A.I.J.CH.,2019,11,AI190030709,ASOCIACION BENEFICIARIO - I,06/11/2019 7:07,,,,,DENEGADO
68,A.I.J.CH.,2019,11,AI190030708,ASOCIACION BENEFICIARIO - I,06/11/2019 7:05,,,,,DENEGADO
69,A.I.J.CH.,2019,11,AI190030686,ASOCIACION BENEFICIARIO - I,06/11/2019 5:08,,,,,DENEGADO
70,A.I.J.CH.,2019,11,AI190030634,ASOCIACION BENEFICIARIO - I,05/11/2019 23:42,,,,,DENEGADO
71,A.I.J.CH.,2019,11,AI190030247,"PAGOS, FECHA Y NRO RD. - I",04/11/2019 20:41,09/10/2020 10:10,,,,DENEGADO
72,A.I.J.CH.,2019,11,AI190030234,ACTUALIZAR DATOS BENEFICIARIO - F,04/11/2019 20:00,,,,,DENEGADO
73,A.I.J.CH.,2019,11,AI190030212,ACTUALIZAR DATOS BENEFICIARIO - F,04/11/2019 18:33,,,,,DENEGADO
74,A.I.J.CH.,2019,11,AI190029522,ACTUALIZAR DATOS BENEFICIARIO - I,02/11/2019 16:23,,,,,DENEGADO
75,A.I.J.CH.,2019,11,AI190029462,ACTUALIZAR DATOS BENEFICIARIO - F,02/11/2019 12:32,,,,,DENEGADO
76,A.I.J.CH.,2019,10,AI190028204,ACTUALIZAR DATOS BENEFICIARIO - I,29/10/2019 7:28,,,,,DENEGADO
77,A.I.J.CH.,2019,10,AI190028185,ASOCIACION BENEFICIARIO - I,29/10/2019 6:02,,,,,DENEGADO
78,A.I.J.CH.,2019,10,AI190027905,ASOCIACION BENEFICIARIO - I,28/10/2019 9:57,,,,,DENEGADO
79,A.I.J.CH.,2019,10,AI190027172,ACTUALIZAR DATOS BENEFICIARIO - F,25/10/2019 9:39,,,,,DENEGADO
80,A.I.J.CH.,2019,10,AI190027138,ASOCIACION BENEFICIARIO - I,25/10/2019 6:35,,,,,DENEGADO
81,A.I.J.CH.,2019,10,AI190027057,ASOCIACION BENEFICIARIO - I,24/10/2019 21:04,,,,,DENEGADO
82,A.I.J.CH.,2019,10,AI190026863,ASOCIACION BENEFICIARIO - I,24/10/2019 1:01,,,,,DENEGADO
83,A.I.J.CH.,2019,10,AI190026858,ASOCIACION BENEFICIARIO - I,24/10/2019 0:43,,,,,DENEGADO
84,A.I.J.CH.,2019,10,AI190025953,ASOCIACION BENEFICIARIO - I,20/10/2019 7:29,,,,,DENEGADO
85,A.I.J.CH.,2019,10,AI190025616,ASOCIACION BENEFICIARIO - I,18/10/2019 5:02,,,,,DENEGADO
86,A.I.J.CH.,2019,10,AI190024205,ASOCIACION BENEFICIARIO - I,10/10/2019 21:01,,,,,DENEGADO
87,A.I.J.CH.,2019,10,AI190023685,ASOCIACION BENEFICIARIO - I,07/10/2019 18:02,,,,,DENEGADO
88,A.I.J.CH.,2019,10,AI190023603,ACTUALIZAR DATOS BENEFICIARIO - F,07/10/2019 0:57,,,,,DENEGADO
89,A.I.J.CH.,2019,10,AI190023364,ACTUALIZAR DATOS BENEFICIARIO - F,04/10/2019 19:28,,,,,DENEGADO
90,A.I.J.CH.,2019,10,AI190023326,ASOCIACION BENEFICIARIO - I,04/10/2019 12:42,,,,,DENEGADO
91,A.I.J.CH.,2019,10,AI190023185,ASOCIACION BENEFICIARIO - I,03/10/2019 7:19,,,,,DENEGADO
92,A.I.J.CH.,2019,10,AI190023165,ASOCIACION BENEFICIARIO - I,02/10/2019 23:39,,,,,DENEGADO
93,A.I.J.CH.,2019,10,AI190023087,ACTUALIZAR DATOS BENEFICIARIO - I,02/10/2019 7:45,,,,,DENEGADO
94,A.I.J.CH.,2019,10,AI190023033,ASOCIACION BENEFICIARIO - I,01/10/2019 20:57,,,,,DENEGADO
95,A.I.J.CH.,2019,10,AI190022953,ASOCIACION BENEFICIARIO - I,01/10/2019 5:29,,,,,DENEGADO
96,A.I.J.CH.,2019,9,AI190022842,ASOCIACION BENEFICIARIO - I,29/09/2019 12:01,,,,,DENEGADO
97,A.I.J.CH.,2019,9,AI190022684,ASOCIACION BENEFICIARIO - I,27/09/2019 5:58,,,,,DENEGADO
98,A.I.J.CH.,2019,9,AI190022549,ASOCIACION BENEFICIARIO - F,25/09/2019 17:37,,,,,DENEGADO
99,A.I.J.CH.,2019,9,AI190022499,"PAGOS, FECHA Y NRO RD. - F",24/09/2019 19:19,04/08/2020 0:55,,,,DENEGADO
100,A.I.J.CH.,2019,9,AI190022417,ASOCIACION BENEFICIARIO - I,23/09/2019 17:46,,,,,DENEGADO
101,A.I.J.CH.,2019,9,AI190022142,ASOCIACION BENEFICIARIO - I,19/09/2019 4:26,,,,,DENEGADO
102,A.I.J.CH.,2019,9,AI190022099,ACTUALIZAR DATOS BENEFICIARIO - F,18/09/2019 19:33,,,,,DENEGADO
103,A.I.J.CH.,2019,9,AI190022001,ASOCIACION BENEFICIARIO - I,17/09/2019 9:08,,,,,DENEGADO
104,A.I.J.CH.,2019,9,AI190021962,ASOCIACION BENEFICIARIO - I,16/09/2019 17:42,,,,,DENEGADO
105,A.I.J.CH.,2019,9,AI190021899,ASOCIACION BENEFICIARIO - I,16/09/2019 0:02,,,,,DENEGADO
106,A.I.J.CH.,2019,9,AI190021881,"PAGOS, FECHA Y NRO RD. - I",15/09/2019 16:31,14/10/2020 22:39,,,,DENEGADO
107,A.I.J.CH.,2019,9,AI190021784,ASOCIACION BENEFICIARIO - I,14/09/2019 1:07,,,,,DENEGADO
108,A.I.J.CH.,2019,9,AI190021710,ACTUALIZAR DATOS BENEFICIARIO - I,13/09/2019 6:07,,,,,DENEGADO
109,A.I.J.CH.,2019,9,AI190021372,ASOCIACION BENEFICIARIO - I,08/09/2019 22:18,,,,,DENEGADO
110,A.I.J.CH.,2019,9,AI190021359,ASOCIACION BENEFICIARIO - I,08/09/2019 19:25,,,,,DENEGADO
111,A.I.J.CH.,2019,9,AI190021327,ACTUALIZAR DATOS BENEFICIARIO - F,08/09/2019 10:01,,,,,DENEGADO
112,A.I.J.CH.,2019,9,AI190021174,ASOCIACION BENEFICIARIO - I,06/09/2019 5:17,,,,,DENEGADO
113,A.I.J.CH.,2019,9,AI190021061,ASOCIACION BENEFICIARIO - I,04/09/2019 18:39,,,,,DENEGADO
114,A.I.J.CH.,2019,9,AI190021034,ASOCIACION BENEFICIARIO - I,04/09/2019 10:47,,,,,DENEGADO
115,A.I.J.CH.,2019,9,AI190020966,ASOCIACION BENEFICIARIO - I,03/09/2019 8:42,,,,,DENEGADO
