ReportTitle,Textbox2
REPORTE TRAMITE - PRORROGA DE RESIDENCIA,Fecha Consulta: 26/11/2024 13:20

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,A.I.J.CH.,2018,9,AI180022319,ASOCIACION BENEFICIARIO - I,15/09/2018 1:12,,,,,ABANDONO
2,A.I.J.CH.,2018,9,AI180022096,ASOCIACION BENEFICIARIO - I,11/09/2018 20:36,,,,,ABANDONO
3,A.I.J.CH.,2018,5,AI180013284,ASOCIACION BENEFICIARIO - F,22/05/2018 22:09,,,,,ABANDONO
4,LIMA,2018,10,LM180528600,CONFORMIDAD SUB-DIREC.INMGRA. - I,26/10/2018 11:09,,,,,ABANDONO
5,LIMA,2018,9,LM180446123,"PAGOS, FECHA Y NRO RD. - I",27/09/2018 18:12,27/09/2018 18:12,,,,ABANDONO
6,LIMA,2018,8,LM180359407,"PAGOS, FECHA Y NRO RD. - I",24/08/2018 19:16,18/10/2018 12:03,,,,ABANDONO
7,LIMA,2018,7,LM180285663,ACTUALIZAR DATOS BENEFICIARIO - F,24/07/2018 14:51,,,,,ABANDONO
8,LIMA,2018,7,LM180285563,ASOCIACION BENEFICIARIO - I,24/07/2018 14:30,,,,,ABANDONO
9,LIMA,2018,7,LM180278068,ASOCIACION BENEFICIARIO - F,20/07/2018 12:42,,,,,ABANDONO
10,LIMA,2018,7,LM180274207,ACTUALIZAR DATOS BENEFICIARIO - I,19/07/2018 8:21,,,,,ABANDONO
11,LIMA,2018,7,LM180253886,ACTUALIZAR DATOS BENEFICIARIO - F,10/07/2018 11:00,,,,,ABANDONO
12,LIMA,2018,7,LM180251767,ACTUALIZAR DATOS BENEFICIARIO - I,09/07/2018 14:13,,,,,ABANDONO
13,LIMA,2018,6,LM180190297,ACTUALIZAR DATOS BENEFICIARIO - I,05/06/2018 23:53,,,,,ABANDONO

