ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 05/12/2024 10:54

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2023,11,AQ230024222,CONFORMIDAD SUB-DIREC.INMGRA. - F,27/11/2023 14:29,07/02/2024 17:33,06/02/2024 9:19,"Pumacayo Quispe, César Alfredo",APROBADO,APROBADO
2,AREQUIPA,2023,11,AQ230023951,CONFORMIDAD SUB-DIREC.INMGRA. - F,24/11/2023 9:03,25/03/2024 16:32,22/02/2024 22:35,"Pumacayo Quispe, César Alfredo",APROBADO,APROBADO
3,AREQUIPA,2023,9,AQ230013912,CONFORMIDAD SUB-DIREC.INMGRA. - F,08/09/2023 10:20,11/12/2023 11:12,11/12/2023 10:29,"Pumacayo Quispe, César Alfredo",APROBADO,APROBADO
4,AREQUIPA,2023,8,AQ230013252,CONFORMIDAD SUB-DIREC.INMGRA. - F,29/08/2023 12:21,02/02/2024 15:40,02/02/2024 10:28,"Pumacayo Quispe, César Alfredo",APROBADO,APROBADO
5,AREQUIPA,2023,8,AQ230011959,CONFORMIDAD SUB-DIREC.INMGRA. - F,09/08/2023 20:14,18/09/2023 16:12,18/09/2023 13:47,"Pumacayo Quispe, César Alfredo",APROBADO,APROBADO
6,AREQUIPA,2023,6,AQ230008302,"PAGOS, FECHA Y NRO RD. - F",01/06/2023 13:15,10/08/2023 11:10,,,,APROBADO
7,AREQUIPA,2023,5,AQ230007932,"PAGOS, FECHA Y NRO RD. - F",25/05/2023 16:25,12/10/2023 9:13,,,,APROBADO
8,AREQUIPA,2023,3,AQ230004159,"PAGOS, FECHA Y NRO RD. - F",15/03/2023 9:43,27/06/2023 17:43,,,,APROBADO
9,AREQUIPA,2023,2,AQ230002432,"PAGOS, FECHA Y NRO RD. - F",09/02/2023 14:11,14/04/2023 10:17,,,,APROBADO
10,CHICLAYO,2023,11,CY230043730,CONFORMIDAD SUB-DIREC.INMGRA. - F,22/11/2023 17:10,20/12/2023 15:35,20/12/2023 12:30,"Calmet Ipince, Giannina Carola",APROBADO,APROBADO
11,CHICLAYO,2023,8,CY230025120,CONFORMIDAD SUB-DIREC.INMGRA. - F,21/08/2023 11:40,06/12/2023 10:27,03/11/2023 11:52,"Asenjo Valderrama, Leoncio",APROBADO,APROBADO
12,CHICLAYO,2023,8,CY230025028,CONFORMIDAD SUB-DIREC.INMGRA. - F,19/08/2023 19:39,11/10/2023 12:54,04/10/2023 15:34,"Calmet Ipince, Giannina Carola",APROBADO,APROBADO
13,CHICLAYO,2023,7,CY230016165,"PAGOS, FECHA Y NRO RD. - F",04/07/2023 17:23,28/08/2023 9:50,,,,APROBADO
14,CHICLAYO,2023,6,CY230014093,"PAGOS, FECHA Y NRO RD. - F",16/06/2023 17:18,28/06/2023 10:23,,,,APROBADO
15,CHICLAYO,2023,3,CY230006245,"PAGOS, FECHA Y NRO RD. - F",15/03/2023 16:20,16/03/2023 15:53,,,,APROBADO
16,CHICLAYO,2023,3,CY230005284,"PAGOS, FECHA Y NRO RD. - F",03/03/2023 17:24,08/03/2023 16:00,,,,APROBADO
17,CHICLAYO,2023,1,CY230000186,"PAGOS, FECHA Y NRO RD. - F",05/01/2023 16:02,18/08/2023 16:47,,,,APROBADO
18,CHIMBOTE,2023,12,CM230032856,CONFORMIDAD SUB-DIREC.INMGRA. - F,27/12/2023 18:15,22/01/2024 12:20,22/01/2024 12:00,"Robles Cantinett, Elayne Florinda",APROBADO,APROBADO
19,CHIMBOTE,2023,12,CM230029970,CONFORMIDAD SUB-DIREC.INMGRA. - F,04/12/2023 9:26,22/01/2024 17:04,22/01/2024 16:52,"Robles Cantinett, Elayne Florinda",APROBADO,APROBADO
20,CHIMBOTE,2023,11,CM230028479,CONFORMIDAD SUB-DIREC.INMGRA. - F,22/11/2023 16:26,22/03/2024 9:35,13/03/2024 9:30,"Robles Cantinett, Elayne Florinda",APROBADO,APROBADO
21,CHIMBOTE,2023,7,CM230012223,"PAGOS, FECHA Y NRO RD. - F",25/07/2023 11:06,08/08/2023 12:54,,,,APROBADO
22,CHIMBOTE,2023,7,CM230012219,"PAGOS, FECHA Y NRO RD. - F",25/07/2023 10:55,08/08/2023 14:49,,,,APROBADO
23,CHIMBOTE,2023,2,CM230001431,"PAGOS, FECHA Y NRO RD. - F",02/02/2023 14:35,15/05/2023 11:40,,,,APROBADO
24,CHIMBOTE,2023,2,CM230001429,"PAGOS, FECHA Y NRO RD. - F",02/02/2023 14:31,12/05/2023 15:42,,,,APROBADO
25,CUSCO,2023,12,CS230031473,CONFORMIDAD SUB-DIREC.INMGRA. - F,28/12/2023 13:35,22/03/2024 12:22,01/03/2024 14:59,"Mora Alvarez, Justiniano",APROBADO,APROBADO
26,CUSCO,2023,12,CS230029714,CONFORMIDAD SUB-DIREC.INMGRA. - F,11/12/2023 15:50,04/04/2024 17:30,01/03/2024 9:15,"Mora Alvarez, Justiniano",APROBADO,APROBADO
27,CUSCO,2023,9,CS230021435,CONFORMIDAD SUB-DIREC.INMGRA. - F,28/09/2023 17:27,10/10/2023 16:22,10/10/2023 16:20,"Rivera Quispe, Manuel Emilio",APROBADO,APROBADO
28,CUSCO,2023,9,CS230021434,CONFORMIDAD SUB-DIREC.INMGRA. - F,28/09/2023 17:27,10/10/2023 16:22,10/10/2023 16:20,"Rivera Quispe, Manuel Emilio",APROBADO,APROBADO
29,CUSCO,2023,9,CS230021433,CONFORMIDAD SUB-DIREC.INMGRA. - F,28/09/2023 17:27,10/10/2023 16:22,10/10/2023 16:20,"Rivera Quispe, Manuel Emilio",APROBADO,APROBADO
30,CUSCO,2023,9,CS230021432,CONFORMIDAD SUB-DIREC.INMGRA. - F,28/09/2023 17:27,10/10/2023 16:22,10/10/2023 16:20,"Rivera Quispe, Manuel Emilio",APROBADO,APROBADO
31,CUSCO,2023,9,CS230021125,CONFORMIDAD SUB-DIREC.INMGRA. - F,26/09/2023 18:38,02/10/2023 16:42,02/10/2023 13:55,"Mora Alvarez, Justiniano",APROBADO,APROBADO
32,CUSCO,2023,9,CS230021124,CONFORMIDAD SUB-DIREC.INMGRA. - F,26/09/2023 18:38,02/10/2023 16:42,02/10/2023 13:55,"Mora Alvarez, Justiniano",APROBADO,APROBADO
33,CUSCO,2023,8,CS230016946,"PAGOS, FECHA Y NRO RD. - F",21/08/2023 10:10,01/09/2023 11:59,,,,APROBADO
34,CUSCO,2023,8,CS230016945,"PAGOS, FECHA Y NRO RD. - F",21/08/2023 10:04,01/09/2023 11:35,,,,APROBADO
35,CUSCO,2023,6,CS230009713,"PAGOS, FECHA Y NRO RD. - F",15/06/2023 10:40,04/07/2023 11:47,,,,APROBADO
36,CUSCO,2023,6,CS230009396,"PAGOS, FECHA Y NRO RD. - F",12/06/2023 11:08,13/06/2023 14:35,,,,APROBADO
37,CUSCO,2023,6,CS230009394,"PAGOS, FECHA Y NRO RD. - F",12/06/2023 11:03,13/06/2023 14:21,,,,APROBADO
38,CUSCO,2023,6,CS230009392,"PAGOS, FECHA Y NRO RD. - F",12/06/2023 10:59,13/06/2023 14:13,,,,APROBADO
39,CUSCO,2023,6,CS230009391,"PAGOS, FECHA Y NRO RD. - F",12/06/2023 10:54,13/06/2023 12:25,,,,APROBADO
40,CUSCO,2023,6,CS230009387,"PAGOS, FECHA Y NRO RD. - F",12/06/2023 10:52,13/06/2023 12:17,,,,APROBADO
41,CUSCO,2023,6,CS230009235,"PAGOS, FECHA Y NRO RD. - F",09/06/2023 8:53,16/06/2023 11:34,,,,APROBADO
42,CUSCO,2023,6,CS230008714,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:59,07/06/2023 12:24,,,,APROBADO
43,CUSCO,2023,6,CS230008712,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:57,07/06/2023 12:16,,,,APROBADO
44,CUSCO,2023,6,CS230008710,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:54,07/06/2023 12:08,,,,APROBADO
45,CUSCO,2023,6,CS230008708,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:49,07/06/2023 11:57,,,,APROBADO
46,CUSCO,2023,6,CS230008707,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:48,07/06/2023 11:49,,,,APROBADO
47,CUSCO,2023,6,CS230008704,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:43,07/06/2023 11:37,,,,APROBADO
48,CUSCO,2023,6,CS230008703,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:41,07/06/2023 11:29,,,,APROBADO
49,CUSCO,2023,6,CS230008702,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:38,07/06/2023 11:17,,,,APROBADO
50,CUSCO,2023,6,CS230008700,"PAGOS, FECHA Y NRO RD. - F",02/06/2023 9:36,07/06/2023 11:09,,,,APROBADO
