ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 04/12/2024 17:40

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2019,2,AQ190010150,ASOCIACION BENEFICIARIO - F,27/02/2019 11:16,,,,,DESISTIDO
2,CHICLAYO,2019,6,CY190014251,CONFORMIDAD DIREC.INMGRACION. - I,17/06/2019 11:52,25/07/2019 15:50,,,,DESISTIDO
3,CHICLAYO,2019,5,CY190013347,CONFORMIDAD DIREC.INMGRACION. - I,30/05/2019 8:58,18/07/2019 12:29,,,,DESISTIDO
4,CHIMBOTE,2019,11,CM190018383,CONFORMIDAD DIREC.INMGRACION. - I,26/11/2019 11:30,06/01/2020 20:10,,,,DESISTIDO
5,CHIMBOTE,2019,10,CM190016258,CONFORMIDAD DIREC.INMGRACION. - I,30/10/2019 15:01,06/01/2020 20:08,,,,DESISTIDO
6,CHIMBOTE,2019,10,CM190016256,CONFORMIDAD DIREC.INMGRACION. - I,30/10/2019 14:49,06/01/2020 20:06,,,,DESISTIDO
7,CUSCO,2019,11,CS190021520,EVALUACIÓN - F,26/11/2019 17:20,,,,,DESISTIDO
8,LIMA,2019,2,LM190056101,ASOCIACION BENEFICIARIO - I,06/02/2019 9:18,,,,,DESISTIDO
9,LIMA,2019,1,LM190049412,CONFORMIDAD DIREC.INMGRACION. - I,31/01/2019 11:10,11/03/2019 10:04,,,,DESISTIDO
10,LIMA,2019,1,LM190049285,CONFORMIDAD DIREC.INMGRACION. - I,31/01/2019 10:36,11/03/2019 10:03,,,,DESISTIDO
11,LIMA,2019,1,LM190049276,CONFORMIDAD DIREC.INMGRACION. - I,31/01/2019 10:34,11/03/2019 10:03,,,,DESISTIDO
12,LIMA,2019,1,LM190026942,CONFORMIDAD DIREC.INMGRACION. - I,22/01/2019 12:28,27/03/2019 8:43,,,,DESISTIDO
13,LIMA,2019,1,LM190018610,CONFORMIDAD DIREC.INMGRACION. - I,16/01/2019 8:25,22/05/2019 9:10,,,,DESISTIDO
14,MIRAFLORES,2019,12,MR190249374,CONFORMIDAD DIREC.INMGRACION. - I,26/12/2019 9:59,03/03/2020 22:19,,,,DESISTIDO
15,MIRAFLORES,2019,12,MR190249350,ASOCIACION BENEFICIARIO - F,26/12/2019 9:37,,,,,DESISTIDO
16,MIRAFLORES,2019,12,MR190248878,CONFORMIDAD SUB-DIREC.INMGRA. - I,24/12/2019 13:53,,,,,DESISTIDO
17,MIRAFLORES,2019,11,MR190228572,CONFORMIDAD DIREC.INMGRACION. - I,28/11/2019 15:03,20/01/2020 12:57,,,,DESISTIDO
18,MIRAFLORES,2019,11,MR190212877,CONFORMIDAD DIREC.INMGRACION. - I,07/11/2019 12:53,17/01/2020 15:24,,,,DESISTIDO
19,MIRAFLORES,2019,11,MR190210752,CONFORMIDAD DIREC.INMGRACION. - I,05/11/2019 9:58,16/01/2020 9:45,,,,DESISTIDO
20,MIRAFLORES,2019,10,MR190208483,ASOCIACION BENEFICIARIO - F,30/10/2019 11:30,,,,,DESISTIDO
21,MIRAFLORES,2019,10,MR190201547,CONFORMIDAD DIREC.INMGRACION. - I,19/10/2019 10:28,03/03/2020 22:18,,,,DESISTIDO
22,MIRAFLORES,2019,10,MR190194249,CONFORMIDAD DIREC.INMGRACION. - I,07/10/2019 8:45,30/12/2019 10:57,,,,DESISTIDO
23,MIRAFLORES,2019,10,MR190189821,CONFORMIDAD DIREC.INMGRACION. - I,01/10/2019 8:55,30/10/2019 12:13,,,,DESISTIDO
24,MIRAFLORES,2019,9,MR190180597,CONFORMIDAD DIREC.INMGRACION. - I,18/09/2019 11:29,30/10/2019 11:39,,,,DESISTIDO
25,MIRAFLORES,2019,9,MR190179537,ASOCIACION BENEFICIARIO - F,17/09/2019 9:43,,,,,DESISTIDO
26,MIRAFLORES,2019,9,MR190177102,CONFORMIDAD DIREC.INMGRACION. - I,13/09/2019 12:21,26/09/2019 11:28,,,,DESISTIDO
27,MIRAFLORES,2019,9,MR190168917,CONFORMIDAD DIREC.INMGRACION. - I,03/09/2019 14:39,06/11/2019 11:43,,,,DESISTIDO
28,MIRAFLORES,2019,8,MR190165071,CONFORMIDAD DIREC.INMGRACION. - I,27/08/2019 11:29,23/10/2019 18:23,,,,DESISTIDO
29,MIRAFLORES,2019,8,MR190160622,ASOCIACION BENEFICIARIO - F,21/08/2019 11:25,,,,,DESISTIDO
30,MIRAFLORES,2019,8,MR190153587,CONFORMIDAD DIREC.INMGRACION. - I,12/08/2019 13:34,28/11/2019 12:41,,,,DESISTIDO
31,MIRAFLORES,2019,8,MR190147737,CONFORMIDAD DIREC.INMGRACION. - I,05/08/2019 9:44,24/01/2020 17:12,,,,DESISTIDO
32,MIRAFLORES,2019,8,MR190146810,CONFORMIDAD DIREC.INMGRACION. - I,03/08/2019 9:20,10/10/2019 15:01,,,,DESISTIDO
33,MIRAFLORES,2019,7,MR190139329,CONFORMIDAD DIREC.INMGRACION. - I,20/07/2019 9:30,03/01/2020 19:53,,,,DESISTIDO
34,MIRAFLORES,2019,7,MR190129061,CONFORMIDAD DIREC.INMGRACION. - I,08/07/2019 9:28,24/01/2020 17:12,,,,DESISTIDO
35,MIRAFLORES,2019,7,MR190125254,CONFORMIDAD DIREC.INMGRACION. - I,03/07/2019 8:58,09/09/2019 19:56,,,,DESISTIDO
36,MIRAFLORES,2019,5,MR190096018,CONFORMIDAD SUB-DIREC.INMGRA. - I,25/05/2019 9:13,,,,,DESISTIDO
37,MIRAFLORES,2019,5,MR190081102,CONFORMIDAD DIREC.INMGRACION. - I,07/05/2019 8:57,28/11/2019 19:44,,,,DESISTIDO
38,MIRAFLORES,2019,4,MR190072813,CONFORMIDAD DIREC.INMGRACION. - I,24/04/2019 10:53,12/07/2019 10:54,,,,DESISTIDO
39,MIRAFLORES,2019,4,MR190072806,CONFORMIDAD DIREC.INMGRACION. - I,24/04/2019 10:48,12/07/2019 10:58,,,,DESISTIDO
40,MIRAFLORES,2019,3,MR190052388,CONFORMIDAD DIREC.INMGRACION. - I,25/03/2019 10:49,26/06/2019 9:45,,,,DESISTIDO
