ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 03/12/2024 10:24

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,MIRAFLORES,2020,3,MR200063352,EVALUACIÓN - I,14/03/2020 12:59,,,,,DESISTIDO
2,MIRAFLORES,2020,3,MR200063281,EVALUACIÓN - I,14/03/2020 12:03,,,,,DESISTIDO
3,MIRAFLORES,2020,3,MR200063179,ASOCIACION BENEFICIARIO - I,14/03/2020 10:16,,,,,DESISTIDO
4,MIRAFLORES,2020,3,MR200062442,EVALUACIÓN - I,13/03/2020 12:58,,,,,DESISTIDO
5,MIRAFLORES,2020,3,MR200062437,ASOCIACION BENEFICIARIO - I,13/03/2020 12:53,,,,,DESISTIDO
6,MIRAFLORES,2020,3,MR200062429,EVALUACIÓN - I,13/03/2020 12:49,,,,,DESISTIDO
7,MIRAFLORES,2020,3,MR200062397,CONFORMIDAD DIREC.INMGRACION. - I,13/03/2020 12:20,29/05/2023 14:26,,,,DESISTIDO
8,MIRAFLORES,2020,3,MR200061333,ASOCIACION BENEFICIARIO - I,12/03/2020 11:34,,,,,DESISTIDO
9,MIRAFLORES,2020,3,MR200061271,ASOCIACION BENEFICIARIO - I,12/03/2020 10:43,,,,,DESISTIDO
10,MIRAFLORES,2020,3,MR200061222,CONFORMIDAD SUB-DIREC.INMGRA. - I,12/03/2020 10:03,,,,,DESISTIDO
11,MIRAFLORES,2020,3,MR200059527,ASOCIACION BENEFICIARIO - I,10/03/2020 14:08,,,,,DESISTIDO
12,MIRAFLORES,2020,3,MR200058348,CONFORMIDAD SUB-DIREC.INMGRA. - I,09/03/2020 11:14,,,,,DESISTIDO
13,MIRAFLORES,2020,3,MR200058341,CONFORMIDAD SUB-DIREC.INMGRA. - I,09/03/2020 11:07,,,,,DESISTIDO
14,MIRAFLORES,2020,3,MR200058311,ASOCIACION BENEFICIARIO - F,09/03/2020 10:49,,,,,DESISTIDO
