ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 05/12/2024 10:54

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2020,1,AQ200005487,"PAGOS, FECHA Y NRO RD. - F",29/01/2020 8:10,30/01/2020 16:19,,,,APROBADO
2,AREQUIPA,2020,1,AQ200001660,"PAGOS, FECHA Y NRO RD. - F",10/01/2020 9:05,22/01/2020 8:28,,,,APROBADO
3,AREQUIPA,2020,1,AQ200001652,"PAGOS, FECHA Y NRO RD. - F",10/01/2020 8:52,28/01/2020 11:39,,,,APROBADO
4,AREQUIPA,2020,1,AQ200001640,"PAGOS, FECHA Y NRO RD. - F",10/01/2020 8:39,21/01/2020 18:19,,,,APROBADO
5,CHICLAYO,2020,3,CY200007113,"PAGOS, FECHA Y NRO RD. - F",03/03/2020 12:39,30/04/2020 14:55,,,,APROBADO
6,CHICLAYO,2020,1,CY200001930,"PAGOS, FECHA Y NRO RD. - F",17/01/2020 12:17,19/02/2020 12:56,,,,APROBADO
7,CHICLAYO,2020,1,CY200001451,"PAGOS, FECHA Y NRO RD. - F",14/01/2020 11:35,30/06/2021 12:14,,,,APROBADO
8,CHIMBOTE,2020,3,CM200005045,"PAGOS, FECHA Y NRO RD. - F",09/03/2020 10:19,04/06/2021 17:45,,,,APROBADO
9,CHIMBOTE,2020,3,CM200005043,"PAGOS, FECHA Y NRO RD. - F",09/03/2020 10:02,04/06/2021 17:35,,,,APROBADO
10,CHIMBOTE,2020,2,CM200002971,"PAGOS, FECHA Y NRO RD. - F",06/02/2020 10:38,01/06/2021 16:51,,,,APROBADO
11,CHIMBOTE,2020,1,CM200001607,"PAGOS, FECHA Y NRO RD. - F",21/01/2020 15:53,26/02/2020 9:16,,,,APROBADO
12,CHIMBOTE,2020,1,CM200000584,"PAGOS, FECHA Y NRO RD. - F",09/01/2020 10:59,28/02/2020 15:55,,,,APROBADO
13,CHIMBOTE,2020,1,CM200000111,"PAGOS, FECHA Y NRO RD. - F",03/01/2020 11:23,20/01/2020 17:29,,,,APROBADO
14,CUSCO,2020,2,CS200005947,"PAGOS, FECHA Y NRO RD. - F",28/02/2020 14:43,04/03/2020 12:18,,,,APROBADO
15,CUSCO,2020,2,CS200005946,"PAGOS, FECHA Y NRO RD. - F",28/02/2020 14:32,04/03/2020 12:16,,,,APROBADO
