ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 04/12/2024 17:40

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,MIRAFLORES,2019,12,MR190243328,CONFORMIDAD SUB-DIREC.INMGRA. - I,18/12/2019 8:22,,,,,ABANDONO
2,MIRAFLORES,2019,12,MR190241511,ASOCIACION BENEFICIARIO - I,16/12/2019 11:35,,,,,ABANDONO
3,MIRAFLORES,2019,12,MR190239979,CONFORMIDAD DIREC.INMGRACION. - I,13/12/2019 13:30,12/03/2020 17:36,,,,ABANDONO
4,MIRAFLORES,2019,12,MR190239972,CONFORMIDAD DIREC.INMGRACION. - I,13/12/2019 13:23,12/03/2020 17:36,,,,ABANDONO
5,MIRAFLORES,2019,11,MR190230328,CONFORMIDAD SUB-DIREC.INMGRA. - I,30/11/2019 13:55,,,,,ABANDONO
6,MIRAFLORES,2019,11,MR190224861,CONFORMIDAD SUB-DIREC.INMGRA. - I,23/11/2019 11:57,,,,,ABANDONO
7,MIRAFLORES,2019,11,MR190223890,ASOCIACION BENEFICIARIO - I,22/11/2019 11:06,,,,,ABANDONO
8,MIRAFLORES,2019,11,MR190219746,CONFORMIDAD SUB-DIREC.INMGRA. - I,16/11/2019 11:49,,,,,ABANDONO
9,MIRAFLORES,2019,11,MR190219745,CONFORMIDAD SUB-DIREC.INMGRA. - I,16/11/2019 11:47,,,,,ABANDONO
10,MIRAFLORES,2019,11,MR190219742,CONFORMIDAD SUB-DIREC.INMGRA. - I,16/11/2019 11:46,,,,,ABANDONO
11,MIRAFLORES,2019,10,MR190201709,ASOCIACION BENEFICIARIO - F,21/10/2019 8:23,,,,,ABANDONO
12,MIRAFLORES,2019,10,MR190201568,CONFORMIDAD DIREC.INMGRACION. - I,19/10/2019 11:19,20/01/2020 17:52,,,,ABANDONO
13,MIRAFLORES,2019,10,MR190197488,CONFORMIDAD DIREC.INMGRACION. - I,12/10/2019 8:30,24/01/2020 17:12,,,,ABANDONO
14,MIRAFLORES,2019,10,MR190190814,CONFORMIDAD SUB-DIREC.INMGRA. - I,02/10/2019 9:50,,,,,ABANDONO
15,MIRAFLORES,2019,9,MR190174177,CONFORMIDAD DIREC.INMGRACION. - I,10/09/2019 10:37,20/01/2020 15:54,,,,ABANDONO
16,MIRAFLORES,2019,9,MR190168639,CONFORMIDAD SUB-DIREC.INMGRA. - I,03/09/2019 10:45,,,,,ABANDONO
17,MIRAFLORES,2019,7,MR190138451,CONFORMIDAD SUB-DIREC.INMGRA. - I,19/07/2019 10:37,,,,,ABANDONO
18,MIRAFLORES,2019,7,MR190130222,ASOCIACION BENEFICIARIO - I,09/07/2019 12:00,,,,,ABANDONO
19,MIRAFLORES,2019,7,MR190123583,ASOCIACION BENEFICIARIO - I,01/07/2019 10:01,,,,,ABANDONO
20,MIRAFLORES,2019,6,MR190115427,EVALUACIÓN - I,19/06/2019 12:27,,,,,ABANDONO
21,MIRAFLORES,2019,5,MR190097760,CONFORMIDAD DIREC.INMGRACION. - I,28/05/2019 8:45,12/08/2019 11:06,,,,ABANDONO
22,MIRAFLORES,2019,5,MR190097086,CONFORMIDAD DIREC.INMGRACION. - I,27/05/2019 11:50,16/07/2019 8:58,,,,ABANDONO
23,MIRAFLORES,2019,5,MR190085783,CONFORMIDAD DIREC.INMGRACION. - I,13/05/2019 8:38,05/07/2019 9:21,,,,ABANDONO
24,MIRAFLORES,2019,5,MR190083112,CONFORMIDAD DIREC.INMGRACION. - I,09/05/2019 8:50,05/07/2019 9:21,,,,ABANDONO
25,MIRAFLORES,2019,5,MR190083106,CONFORMIDAD DIREC.INMGRACION. - I,09/05/2019 8:47,05/07/2019 9:21,,,,ABANDONO
26,MIRAFLORES,2019,5,MR190081097,CONFORMIDAD DIREC.INMGRACION. - I,07/05/2019 8:52,05/07/2019 9:19,,,,ABANDONO

