ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 09/12/2024 19:06

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,LIMA,2019,1,LM190038556,ASOCIACION BENEFICIARIO - I,23/01/2019 12:18,,,,,NO PRESENTADA
2,LIMA,2019,1,LM190011446,ASOCIACION BENEFICIARIO - I,10/01/2019 10:40,,,,,NO PRESENTADA
3,MIRAFLORES,2019,12,MR190248886,ASOCIACION BENEFICIARIO - I,24/12/2019 13:57,,,,,NO PRESENTADA
4,MIRAFLORES,2019,11,MR190212550,ASOCIACION BENEFICIARIO - I,07/11/2019 9:09,,,,,NO PRESENTADA
5,MIRAFLORES,2019,10,MR190198263,ASOCIACION BENEFICIARIO - I,14/10/2019 12:45,,,,,NO PRESENTADA
6,MIRAFLORES,2019,9,MR190181342,ASOCIACION BENEFICIARIO - I,19/09/2019 9:23,,,,,NO PRESENTADA
7,MIRAFLORES,2019,7,MR190139634,ASOCIACION BENEFICIARIO - I,20/07/2019 13:21,,,,,NO PRESENTADA
8,MIRAFLORES,2019,7,MR190130233,ASOCIACION BENEFICIARIO - I,09/07/2019 12:11,,,,,NO PRESENTADA
9,MIRAFLORES,2019,7,MR190127335,ASOCIACION BENEFICIARIO - I,05/07/2019 10:12,,,,,NO PRESENTADA
10,MIRAFLORES,2019,5,MR190101122,ASOCIACION BENEFICIARIO - I,31/05/2019 15:44,,,,,NO PRESENTADA
11,MIRAFLORES,2019,4,MR190071184,ASOCIACION BENEFICIARIO - I,22/04/2019 11:48,,,,,NO PRESENTADA
12,MIRAFLORES,2019,4,MR190063478,ASOCIACION BENEFICIARIO - I,09/04/2019 11:06,,,,,NO PRESENTADA
13,MIRAFLORES,2019,2,MR190029689,ASOCIACION BENEFICIARIO - I,20/02/2019 13:50,,,,,NO PRESENTADA
14,MIRAFLORES,2019,2,MR190029688,ASOCIACION BENEFICIARIO - I,20/02/2019 13:49,,,,,NO PRESENTADA
15,MIRAFLORES,2019,2,MR190029687,ASOCIACION BENEFICIARIO - I,20/02/2019 13:46,,,,,NO PRESENTADA
16,MIRAFLORES,2019,2,MR190019570,ASOCIACION BENEFICIARIO - I,04/02/2019 12:21,,,,,NO PRESENTADA

