ReportTitle,Textbox2
REPORTE TRAMITE - SOLICITUD DE CALIDAD MIGRATORIA,Fecha Consulta: 04/12/2024 17:40

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2022,11,AQ220037258,EVALUACIÓN - I,30/11/2022 16:14,,,,,ABANDONO
2,AREQUIPA,2022,11,AQ220037240,EVALUACIÓN - I,30/11/2022 11:34,,,,,ABANDONO
3,AREQUIPA,2022,11,AQ220037239,EVALUACIÓN - I,30/11/2022 11:14,,,,,ABANDONO
4,AREQUIPA,2022,11,AQ220036449,EVALUACIÓN - I,14/11/2022 13:07,,,,,ABANDONO
5,AREQUIPA,2022,8,AQ220029969,EVALUACIÓN - I,24/08/2022 17:14,,,,,ABANDONO
6,AREQUIPA,2022,8,AQ220029964,EVALUACIÓN - I,24/08/2022 16:39,,,,,ABANDONO
7,AREQUIPA,2022,7,AQ220025953,EVALUACIÓN - I,27/07/2022 11:21,,,,,ABANDONO
8,AREQUIPA,2022,7,AQ220025567,EVALUACIÓN - I,25/07/2022 13:08,,,,,ABANDONO
9,AREQUIPA,2022,7,AQ220025173,EVALUACIÓN - I,21/07/2022 17:01,,,,,ABANDONO
10,AREQUIPA,2022,4,AQ220014780,EVALUACIÓN - I,19/04/2022 21:44,,,,,ABANDONO
11,AREQUIPA,2022,2,AQ220009301,EVALUACIÓN - I,11/02/2022 18:36,,,,,ABANDONO
12,AREQUIPA,2022,1,AQ220000703,EVALUACIÓN - I,05/01/2022 13:50,,,,,ABANDONO
13,CHICLAYO,2022,10,CY220023877,CONFORMIDAD DIREC.INMGRACION. - I,12/10/2022 17:00,09/02/2023 11:31,,,,ABANDONO
14,TRUJILLO,2022,9,TU220033423,CONFORMIDAD DIREC.INMGRACION. - I,15/09/2022 16:20,31/10/2023 16:13,,,,ABANDONO

