ReportTitle,Textbox2
REPORTE TRAMITE - CAMBIO DE CALIDAD MIGRATORIA ESPECIAL RESIDENTE,Fecha Consulta: 26/11/2024 13:26

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2018,12,AQ180049991,EVALUACIÓN - F,04/12/2018 15:46,18/12/2018 8:39,,,,NO PRESENTADA
2,AREQUIPA,2018,11,AQ180046095,EVALUACIÓN - F,19/11/2018 14:52,22/11/2018 15:02,,,,NO PRESENTADA
3,AREQUIPA,2018,10,AQ180042692,EVALUACIÓN - F,31/10/2018 16:20,06/11/2018 16:07,,,,NO PRESENTADA
4,AREQUIPA,2018,7,AQ180026034,ASOCIACION BENEFICIARIO - I,09/07/2018 17:02,,,,,NO PRESENTADA
5,CHIMBOTE,2018,12,CM180024134,EVALUACIÓN - F,31/12/2018 12:12,11/02/2019 9:10,,,,NO PRESENTADA
6,CHIMBOTE,2018,10,CM180015517,EVALUACIÓN - F,05/10/2018 15:12,18/10/2018 18:00,,,,NO PRESENTADA
7,LIMA,2018,12,LM180692430,EVALUACIÓN - F,31/12/2018 14:01,08/01/2019 11:30,,,,NO PRESENTADA
8,LIMA,2018,12,LM180692233,EVALUACIÓN - F,31/12/2018 12:51,14/01/2019 15:55,,,,NO PRESENTADA
9,LIMA,2018,12,LM180691451,EVALUACIÓN - F,31/12/2018 9:44,14/01/2019 15:52,,,,NO PRESENTADA
10,LIMA,2018,12,LM180680865,EVALUACIÓN - F,27/12/2018 14:42,08/01/2019 14:59,,,,NO PRESENTADA
11,LIMA,2018,12,LM180676913,TOMA DE IMAGENES - F,26/12/2018 16:05,,,,,NO PRESENTADA
12,LIMA,2018,12,LM180675650,EVALUACIÓN - F,26/12/2018 11:07,08/01/2019 15:02,,,,NO PRESENTADA
13,LIMA,2018,12,LM180675631,EVALUACIÓN - F,26/12/2018 11:04,08/01/2019 15:08,,,,NO PRESENTADA
14,LIMA,2018,12,LM180663982,EVALUACIÓN - F,19/12/2018 13:57,01/02/2019 9:32,,,,NO PRESENTADA
15,LIMA,2018,12,LM180648491,EVALUACIÓN - F,13/12/2018 2:42,20/12/2018 3:16,,,,NO PRESENTADA
16,LIMA,2018,12,LM180637955,EVALUACIÓN - F,07/12/2018 14:51,19/12/2018 7:43,,,,NO PRESENTADA
