ReportTitle,Textbox2
REPORTE TRAMITE - CAMBIO DE CALIDAD MIGRATORIA ESPECIAL RESIDENTE,Fecha Consulta: 26/11/2024 13:26

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,AREQUIPA,2018,11,AQ180049139,EVALUACIÓN - F,30/11/2018 11:02,28/03/2019 11:27,,,,DENEGADO
2,AREQUIPA,2018,11,AQ180043459,EVALUACIÓN - F,07/11/2018 14:01,12/01/2019 13:21,,,,DENEGADO
3,AREQUIPA,2018,10,AQ180038410,EVALUACIÓN - F,05/10/2018 9:39,28/03/2019 11:45,,,,DENEGADO
4,AREQUIPA,2018,5,AQ180020398,INTERPOL - I,29/05/2018 11:33,06/07/2018 9:37,,,,DENEGADO
5,CHICLAYO,2018,9,CY180018818,CONFORMIDAD DIREC.INMGRACION. - F,20/09/2018 10:01,10/12/2018 19:44,,,,DENEGADO
6,CHICLAYO,2018,3,CY180006307,CONFORMIDAD DIREC.INMGRACION. - I,27/03/2018 15:21,16/07/2018 11:59,,,,DENEGADO
7,CHICLAYO,2018,3,CY180006304,CONFORMIDAD DIREC.INMGRACION. - I,27/03/2018 15:10,16/07/2018 11:04,,,,DENEGADO
8,CHICLAYO,2018,3,CY180005747,CONFORMIDAD DIREC.INMGRACION. - I,20/03/2018 14:02,23/07/2018 11:44,,,,DENEGADO
9,CHIMBOTE,2018,8,CM180012778,CONFORMIDAD DIREC.INMGRACION. - I,17/08/2018 12:56,18/10/2018 13:11,,,,DENEGADO
10,CHIMBOTE,2018,4,CM180005975,INTERPOL - I,17/04/2018 13:11,06/08/2018 20:44,,,,DENEGADO
11,CUSCO,2018,10,CS180018716,EVALUACIÓN - F,31/10/2018 16:22,17/12/2018 14:09,,,,DENEGADO
12,CUSCO,2018,10,CS180018710,EVALUACIÓN - F,31/10/2018 15:56,17/12/2018 15:52,,,,DENEGADO
13,CUSCO,2018,10,CS180018460,EVALUACIÓN - F,30/10/2018 11:13,27/11/2018 12:11,,,,DENEGADO
14,CUSCO,2018,10,CS180017698,EVALUACIÓN - F,19/10/2018 16:06,17/12/2018 13:21,,,,DENEGADO
15,CUSCO,2018,8,CS180013931,CONFORMIDAD DIREC.INMGRACION. - I,20/08/2018 10:41,18/10/2018 10:56,,,,DENEGADO
16,CUSCO,2018,8,CS180013915,CONFORMIDAD DIREC.INMGRACION. - I,20/08/2018 9:42,18/10/2018 11:09,,,,DENEGADO
17,CUSCO,2018,8,CS180013558,CONFORMIDAD DIREC.INMGRACION. - I,13/08/2018 13:28,12/11/2018 11:01,,,,DENEGADO
