ReportTitle,Textbox2
REPORTE TRAMITE - CAMBIO DE CALIDAD MIGRATORIA ESPECIAL RESIDENTE,Fecha Consulta: 04/12/2024 17:37

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,CHICLAYO,2020,10,CY200010935,EVALUACIÓN - F,26/10/2020 22:18,14/03/2021 11:15,,,,DESISTIDO
2,CHICLAYO,2020,1,CY200002496,EVALUACIÓN - F,22/01/2020 15:59,28/12/2022 15:16,,,,DESISTIDO
3,CUSCO,2020,8,CS200007122,EVALUACIÓN - F,07/08/2020 18:13,26/08/2020 22:27,,,,DESISTIDO
4,HUANCAYO,2020,12,HA200005941,EVALUACIÓN - F,07/12/2020 22:32,22/04/2021 16:27,,,,DESISTIDO
5,HUANCAYO,2020,12,HA200005940,EVALUACIÓN - F,07/12/2020 21:57,22/04/2021 16:43,,,,DESISTIDO
6,HUANCAYO,2020,10,HA200004988,EVALUACIÓN - F,24/10/2020 14:08,06/05/2021 11:22,,,,DESISTIDO
7,LIMA,2020,12,LM200256171,EVALUACIÓN - F,10/12/2020 16:47,17/06/2021 14:58,,,,DESISTIDO
8,LIMA,2020,12,LM200253634,EVALUACIÓN - F,07/12/2020 19:40,26/04/2021 11:26,,,,DESISTIDO
9,LIMA,2020,11,LM200242155,EVALUACIÓN - F,26/11/2020 12:07,03/03/2021 16:27,,,,DESISTIDO
10,LIMA,2020,11,LM200229712,EVALUACIÓN - F,14/11/2020 12:28,30/03/2022 0:27,,,,DESISTIDO
11,LIMA,2020,11,LM200224743,EVALUACIÓN - F,10/11/2020 12:21,17/05/2021 15:28,,,,DESISTIDO
12,LIMA,2020,11,LM200224728,EVALUACIÓN - F,10/11/2020 12:13,17/05/2021 18:41,,,,DESISTIDO
13,LIMA,2020,11,LM200221672,EVALUACIÓN - F,06/11/2020 17:46,08/04/2022 4:17,,,,DESISTIDO
14,LIMA,2020,10,LM200198966,EVALUACIÓN - F,14/10/2020 10:29,21/03/2023 7:06,,,,DESISTIDO
15,LIMA,2020,10,LM200198298,EVALUACIÓN - F,13/10/2020 14:31,26/01/2021 16:15,,,,DESISTIDO
16,LIMA,2020,10,LM200193142,EVALUACIÓN - F,06/10/2020 16:09,19/04/2021 20:39,,,,DESISTIDO
17,LIMA,2020,9,LM200178857,EVALUACIÓN - F,07/09/2020 20:05,02/06/2021 16:03,,,,DESISTIDO
18,LIMA,2020,9,LM200178419,EVALUACIÓN - F,07/09/2020 11:32,22/01/2021 11:24,,,,DESISTIDO
19,LIMA,2020,9,LM200176321,EVALUACIÓN - F,01/09/2020 23:38,11/05/2021 11:05,,,,DESISTIDO
20,LIMA,2020,9,LM200175778,EVALUACIÓN - F,01/09/2020 12:08,10/02/2021 1:06,,,,DESISTIDO
21,LIMA,2020,8,LM200171173,EVALUACIÓN - F,21/08/2020 16:37,24/02/2021 12:33,,,,DESISTIDO
22,LIMA,2020,7,LM200144182,EVALUACIÓN - F,02/07/2020 21:43,06/09/2021 13:04,,,,DESISTIDO
23,LIMA,2020,7,LM200143678,EVALUACIÓN - F,02/07/2020 11:04,01/10/2021 6:16,,,,DESISTIDO
24,LIMA,2020,6,LM200133328,EVALUACIÓN - F,10/06/2020 10:20,27/09/2021 12:31,,,,DESISTIDO
25,LIMA SUR,2020,1,LS200000414,EVALUACIÓN - F,07/01/2020 14:52,12/10/2020 7:45,,,,DESISTIDO
26,PTO MALDON.,2020,6,PA200000727,EVALUACIÓN - F,24/06/2020 8:59,07/09/2020 9:44,,,,DESISTIDO
27,TARAPOTO,2020,12,TS200002950,EVALUACIÓN - F,02/12/2020 22:56,31/08/2022 16:42,,,,DESISTIDO
28,TRUJILLO,2020,8,TU200016839,EVALUACIÓN - F,05/08/2020 10:23,21/08/2020 11:16,,,,DESISTIDO
29,TRUJILLO,2020,7,TU200016450,EVALUACIÓN - F,04/07/2020 14:48,12/08/2020 15:05,,,,DESISTIDO

