ReportTitle,Textbox2
REPORTE TRAMITE - CAMBIO DE CALIDAD MIGRATORIA,Fecha Consulta: 25/11/2024 9:31

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
1,LIMA,2019,12,LM190385981,EVALUACIÓN - I,02/12/2019 11:08,,,,,PENDIENTE
2,LIMA,2019,11,LM190356174,RECONSIDERACION. - F,08/11/2019 10:08,12/08/2020 14:04,,,,PENDIENTE
3,LIMA,2019,10,LM190339160,TOMA DE IMAGENES - I,23/10/2019 12:01,,,,,PENDIENTE
4,LIMA,2019,10,LM190332062,EVALUACIÓN - I,16/10/2019 9:55,,,,,PENDIENTE
5,LIMA,2019,10,LM190331293,EVALUACIÓN - I,15/10/2019 12:25,,,,,PENDIENTE
6,LIMA,2019,10,LM190330993,EVALUACIÓN - I,15/10/2019 10:34,,,,,PENDIENTE
7,LIMA,2019,10,LM190326583,EVALUACIÓN - F,09/10/2019 16:16,24/02/2020 22:45,,,,PENDIENTE
8,LIMA,2019,10,LM190323273,EVALUACIÓN - I,04/10/2019 14:04,,,,,PENDIENTE
9,LIMA,2019,10,LM190318510,EVALUACIÓN - I,01/10/2019 10:36,,,,,PENDIENTE
10,LIMA,2019,8,LM190262909,EVALUACIÓN - I,08/08/2019 13:44,,,,,PENDIENTE
11,LIMA,2019,8,LM190262903,EVALUACIÓN - I,08/08/2019 13:42,,,,,PENDIENTE
12,LIMA,2019,8,LM190262557,EVALUACIÓN - I,08/08/2019 11:32,,,,,PENDIENTE
13,LIMA,2019,8,LM190262545,EVALUACIÓN - I,08/08/2019 11:30,,,,,PENDIENTE
14,LIMA,2019,8,LM190260167,EVALUACIÓN - I,06/08/2019 15:51,,,,,PENDIENTE
15,LIMA,2019,8,LM190259829,EVALUACIÓN - I,06/08/2019 14:05,,,,,PENDIENTE
16,LIMA,2019,8,LM190259513,EVALUACIÓN - I,06/08/2019 11:59,,,,,PENDIENTE
17,LIMA,2019,8,LM190259509,EVALUACIÓN - I,06/08/2019 11:59,,,,,PENDIENTE
18,LIMA,2019,7,LM190246299,EVALUACIÓN - I,22/07/2019 15:40,,,,,PENDIENTE
19,LIMA,2019,7,LM190245616,EVALUACIÓN - I,22/07/2019 11:47,,,,,PENDIENTE
20,LIMA,2019,7,LM190239900,EVALUACIÓN - I,16/07/2019 11:58,,,,,PENDIENTE
21,LIMA,2019,7,LM190238391,EVALUACIÓN - I,15/07/2019 12:44,,,,,PENDIENTE
